continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status
asia,bachelor's,y,n,4212,1968,northeast,82750.16,year,y,0
asia,master's,y,y,10865,2002,south,54801.17,year,y,1
asia,bachelor's,y,n,265,1972,south,80550.88,year,y,1
asia,bachelor's,y,n,620,1997,west,99571.47,year,y,0
asia,bachelor's,n,n,13539,1993,northeast,31621.02,year,y,0
asia,bachelor's,y,n,4805,2009,northeast,81428.85,year,y,1
asia,bachelor's,y,n,1316,1946,south,121968.71,year,y,1
asia,master's,n,n,2280,1989,northeast,73699.02,year,n,1
asia,master's,y,n,3155,1884,south,99530.4,year,y,1
north america,bachelor's,y,n,497,1991,midwest,68401.78,year,y,1
asia,master's,y,n,34788,1977,west,138783.52,year,y,1
north america,master's,n,n,56,1865,south,93783.95,year,n,1
europe,doctorate,y,n,11713,2009,west,97857.67,year,y,1
asia,bachelor's,y,n,790,1940,south,161389.28,year,y,0
asia,master's,y,n,28826,2002,northeast,65071.4,year,n,1
south america,master's,y,n,78199,1972,south,107713.29,year,y,1
asia,bachelor's,y,n,1624,2009,northeast,83247.2,year,y,1
asia,bachelor's,n,n,1553,1961,south,142513.65,year,n,1
asia,master's,n,n,2911,2004,midwest,78687.98,year,y,1
europe,bachelor's,n,n,3797,1989,west,48903.81,year,y,0
north america,high school,y,n,5734,1963,south,21159.49,year,y,1
asia,bachelor's,y,n,1249,2009,south,73476.34,year,y,0
asia,bachelor's,y,n,2548,1998,south,108.47,hour,y,1
asia,master's,n,n,1034,1890,midwest,78109.56,year,y,1
asia,bachelor's,n,n,563,2011,south,766.8536,hour,y,0
asia,master's,n,n,2272,2001,midwest,47636.12,year,y,1
africa,master's,n,n,768,1996,west,98329.23,year,y,1
asia,master's,y,n,3811,2007,northeast,166173.82,year,y,1
asia,bachelor's,y,n,314,1994,south,73479.67,year,y,1
asia,high school,y,y,3717,1994,south,74403.33,year,y,0
asia,master's,y,n,1247,1838,midwest,44960.77,year,y,1
asia,master's,y,n,2681,1869,midwest,83208.19,year,y,1
north america,bachelor's,y,n,2032,1997,northeast,75288.35,month,y,0
asia,master's,y,n,2020,1999,south,119.79,hour,y,1
asia,master's,y,n,2611,1991,west,154627.31,year,y,1
europe,bachelor's,n,n,3743,1993,west,22336.4,year,y,1
asia,bachelor's,y,y,1155,1998,south,34729.07,year,y,1
asia,bachelor's,y,n,2992,2000,south,73801.99,year,y,1
asia,master's,y,n,1956,2012,west,27426.08,year,y,1
asia,doctorate,n,n,2880,2008,midwest,101447.99,year,y,1
asia,bachelor's,n,n,3530,1877,northeast,58297.26,year,y,0
asia,master's,n,n,2400,2008,island,111523.06,year,y,1
asia,high school,y,n,4189,2013,midwest,18929.6,year,y,0
asia,bachelor's,n,y,335,2004,south,137493.54,year,y,0
asia,bachelor's,n,n,173,2004,midwest,224366.03,year,y,1
north america,master's,n,n,1250,1998,south,98247.63,year,n,0
asia,high school,y,n,8387,2003,midwest,108825.55,year,y,0
asia,master's,n,n,2200,1982,midwest,78406.41,year,y,1
asia,bachelor's,n,n,18,1996,south,95222.27,year,y,1
asia,bachelor's,n,n,733,1947,west,131094.31,year,y,1
asia,master's,y,n,955,2008,midwest,63056.44,year,y,1
africa,bachelor's,n,n,175,2000,midwest,41383.14,year,y,0
asia,bachelor's,n,y,1846,1981,midwest,184489.89,year,y,1
north america,bachelor's,y,n,3364,2001,west,8270.66,year,y,1
asia,master's,y,n,1892,2010,northeast,114313.6,year,n,1
asia,master's,n,n,1135,1997,south,76256.89,year,y,1
asia,high school,y,n,178,2002,south,70705.67,year,y,0
europe,master's,y,n,4346,1984,west,83787.27,year,y,1
asia,master's,y,n,3114,1804,south,42301.85,year,y,1
asia,master's,n,n,4423,2008,south,46682.15,year,y,1
asia,bachelor's,y,n,4128,1968,midwest,78268.27,year,y,1
asia,bachelor's,y,n,2466,2001,south,69831.14,year,y,0
asia,bachelor's,y,n,4218,1999,south,54915.97,year,y,1
asia,bachelor's,y,n,5837,1994,northeast,69372.21,year,n,1
asia,master's,y,n,3342,1995,midwest,6927.76,year,n,1
asia,doctorate,y,n,124,1884,south,20875.34,year,y,1
asia,bachelor's,y,n,2994,2000,northeast,38093.43,year,y,1
asia,master's,y,n,1469,2012,northeast,100419.82,year,y,1
north america,bachelor's,n,y,2903,1996,south,127063.5,year,n,0
asia,bachelor's,n,y,3765,2010,northeast,97924.45,year,y,1
europe,master's,n,n,1091,1974,northeast,43622.41,year,y,0
asia,master's,n,n,443,2005,south,41120.48,year,n,1
asia,master's,y,n,506,2012,south,80952.37,year,y,1
south america,bachelor's,n,n,2872,2003,south,105011.12,year,y,1
asia,high school,y,n,1387,1992,northeast,17.5508,hour,y,0
asia,master's,n,n,2635,2005,south,887.2921,hour,y,1
europe,bachelor's,y,n,461527,2005,south,27597.39,year,y,0
north america,master's,n,n,1221,2008,northeast,94513.1,year,y,0
asia,bachelor's,n,n,1124,1893,midwest,46143.6,year,y,1
asia,master's,n,n,806,1999,south,70193.63,year,y,1
north america,bachelor's,n,y,13139,2000,northeast,67462.48,year,y,1
europe,master's,n,n,3783,1998,south,347.131,hour,y,0
asia,master's,n,n,3421,1910,south,683.6176,hour,y,1
asia,master's,y,n,2351,2001,midwest,90022.59,year,y,1
asia,bachelor's,y,n,183,1860,midwest,110838.69,year,y,1
asia,high school,y,n,189,2005,south,73543.35,year,y,0
asia,master's,n,y,15982,2009,south,142403.86,year,y,1
asia,bachelor's,y,n,1869,2001,midwest,95782.72,year,y,1
asia,master's,y,n,4400,1999,northeast,41788.13,year,y,1
europe,master's,n,n,2089,2016,west,399.6297,hour,y,0
asia,master's,n,n,2185,2013,midwest,141040.99,year,y,1
asia,master's,y,n,1660,2008,west,59477.68,year,y,1
asia,master's,y,n,3843,1989,midwest,58977.12,year,n,1
asia,bachelor's,n,n,1773,1952,south,43138.52,year,y,1
asia,high school,n,n,47,1979,midwest,139401.21,year,n,0
asia,bachelor's,n,y,1186,2006,west,146123.47,year,y,1
asia,master's,n,n,2998,2010,northeast,128711.52,year,y,1
south america,master's,n,n,1823,2006,south,40462.56,year,y,0
asia,doctorate,n,n,741,2000,south,91740.25,year,y,1
asia,bachelor's,y,n,2834,1999,northeast,23613.52,year,y,1
asia,bachelor's,y,n,1388,1993,west,428.7641,hour,y,0
europe,bachelor's,y,n,108,2001,midwest,59263.07,year,y,1
asia,bachelor's,n,n,2446,2009,island,207809.73,year,y,0
europe,high school,n,n,1288,2012,northeast,43188.23,year,y,0
asia,master's,n,n,1169,1962,south,152496.33,year,n,1
asia,bachelor's,y,n,1727,1851,south,81620.84,year,y,1
asia,master's,y,n,2688,2007,midwest,84754.78,year,n,1
asia,bachelor's,y,n,19,2007,northeast,8933.57,year,y,0
asia,master's,y,n,873,1995,midwest,58472.81,year,y,1
asia,high school,y,n,1643,2002,west,37975.94,year,y,0
asia,bachelor's,n,y,1002,2000,west,55439.0,year,y,0
north america,master's,n,n,1187,1998,northeast,73793.91,year,n,1
europe,doctorate,n,y,2038,2008,northeast,98692.58,year,y,1
north america,high school,y,n,2342,1872,south,213646.91,year,y,1
asia,bachelor's,n,n,198,1993,northeast,136468.02,year,y,0
north america,bachelor's,n,n,1930,2009,northeast,891.8422,hour,y,1
south america,bachelor's,y,n,61,2004,northeast,85934.41,year,y,1
asia,bachelor's,y,n,1571,1977,midwest,4646.41,year,y,1
asia,bachelor's,y,y,1040,1922,west,136938.84,year,y,1
asia,master's,y,n,2753,2003,northeast,144550.77,year,n,1
asia,high school,y,n,2524,1991,south,113.09,hour,y,0
europe,doctorate,y,n,1823,1997,northeast,37424.33,year,y,1
europe,high school,n,y,1842,1912,south,104693.39,year,y,0
asia,master's,n,n,3014,1838,south,152346.84,year,n,1
europe,bachelor's,y,n,4507,2007,west,97820.14,year,y,1
north america,high school,y,n,890,1889,west,37043.23,year,y,1
asia,bachelor's,y,n,1113,1998,northeast,37364.35,year,y,1
asia,doctorate,n,n,3292,2002,midwest,121437.39,year,y,1
asia,bachelor's,y,n,688,1850,west,68822.95,year,y,1
europe,master's,n,n,1450,2005,west,76034.47,year,y,1
europe,bachelor's,y,y,3362,1982,south,44005.06,year,y,1
asia,master's,y,n,42,1986,south,66054.08,year,n,1
asia,high school,n,n,595,2003,south,969.5751,hour,y,0
north america,bachelor's,y,n,2682,2006,northeast,23753.74,year,y,1
asia,master's,y,n,1568,2007,south,13268.93,year,y,1
asia,bachelor's,n,y,458,1991,south,210625.56,year,y,0
asia,master's,y,n,256,1993,west,119720.74,year,n,1
europe,master's,y,n,130,1947,midwest,71419.11,year,y,1
asia,high school,y,n,1727,1957,midwest,45573.35,year,y,0
north america,master's,y,n,2352,1962,west,12668.49,year,y,1
asia,master's,y,n,585,1992,west,54195.86,year,y,1
asia,bachelor's,y,n,3589,1873,south,30973.32,year,y,1
asia,high school,y,n,78,2010,northeast,91489.96,year,y,0
asia,bachelor's,n,n,542,1963,northeast,55105.86,year,y,1
asia,master's,y,n,4094,2001,midwest,254361.39,year,y,1
asia,high school,n,n,2035,1983,south,153462.39,year,y,0
asia,master's,n,n,295,2009,west,52774.58,year,y,1
north america,high school,y,n,2248,1875,northeast,40648.51,year,y,1
asia,bachelor's,y,n,1221,2005,west,77954.93,year,y,1
north america,high school,y,n,3411,1938,northeast,781.7726,hour,y,1
asia,bachelor's,n,n,1876,2002,south,106556.06,year,y,1
europe,master's,y,n,3207,1991,west,4084.63,year,y,1
north america,master's,n,n,3480,1995,west,247003.95,year,y,0
europe,master's,n,n,3659,2005,northeast,98850.38,year,y,1
asia,high school,y,n,1753,2007,midwest,123380.14,year,y,0
asia,master's,y,n,2440,2006,midwest,78564.67,year,y,1
asia,master's,y,n,1102,1999,west,244758.73,year,y,1
asia,master's,y,n,3022,1978,northeast,8531.85,year,y,1
asia,doctorate,y,n,787,2005,west,4240.15,year,y,1
asia,bachelor's,n,y,2268,1858,south,284585.2,year,y,1
asia,high school,y,n,2085,2007,south,17418.61,year,y,0
asia,master's,n,n,5132,1999,island,94570.25,year,n,1
asia,high school,y,n,2102,2000,south,84555.72,year,y,0
asia,master's,n,n,1652,1987,midwest,159643.51,year,y,1
asia,bachelor's,y,n,2414,1993,south,85594.85,year,y,1
asia,bachelor's,n,n,2797,1985,west,43278.8,year,y,1
north america,doctorate,n,n,5511,1864,northeast,63450.51,year,y,1
north america,bachelor's,n,n,364436,1869,west,3741.95,year,y,1
asia,master's,y,n,1316,2005,midwest,53807.61,year,y,1
asia,master's,y,n,49,2006,west,73177.82,year,y,1
asia,doctorate,n,n,125220,1987,northeast,102856.2,year,y,1
asia,high school,n,y,1803,1890,west,22910.89,year,y,0
north america,master's,n,n,3798,1989,northeast,135666.55,year,n,1
north america,bachelor's,n,n,4049,2006,south,168931.9,year,y,1
asia,bachelor's,y,n,3234,1968,west,38646.03,year,y,1
asia,doctorate,n,y,3466,1946,northeast,20263.02,year,y,1
asia,master's,y,n,1517,1989,south,77249.13,year,y,1
asia,bachelor's,y,n,488,1996,west,124138.9,year,y,1
asia,master's,n,n,2007,1947,south,73846.3,year,y,1
asia,bachelor's,n,n,3473,1987,northeast,527.0549,hour,y,0
europe,high school,y,n,4379,1987,south,136324.32,year,y,0
asia,master's,y,n,4466,1984,south,97420.05,year,y,1
north america,bachelor's,n,n,573,1995,northeast,123.0441,hour,y,0
europe,high school,y,n,3165,2003,south,147.1202,hour,y,0
asia,doctorate,n,n,2820,1996,midwest,97658.09,year,y,1
asia,high school,n,n,200,1977,northeast,318.4801,hour,y,0
asia,master's,n,n,4172,2007,west,88078.81,year,y,1
asia,bachelor's,n,n,2043,1960,midwest,141297.52,year,y,1
asia,bachelor's,n,n,6137,1999,south,26952.98,year,y,1
asia,doctorate,y,y,76,2007,west,58854.57,year,y,1
europe,master's,n,n,3235,1978,northeast,122414.77,year,n,1
europe,high school,y,n,769,1885,midwest,13451.4,year,y,0
asia,master's,n,n,1744,1988,northeast,55479.27,year,y,1
asia,bachelor's,y,n,4878,2003,midwest,82190.31,year,n,1
asia,bachelor's,n,y,1340,1995,northeast,163903.8,year,y,1
asia,bachelor's,n,n,804,1985,northeast,77794.29,year,n,0
europe,bachelor's,n,n,653,1989,west,15925.9,year,y,1
europe,high school,n,y,430,2011,northeast,35785.02,year,y,0
asia,master's,y,n,773,1996,northeast,71772.59,year,y,1
asia,master's,n,n,3333,1968,south,20871.46,year,y,1
europe,bachelor's,n,n,2341,1946,midwest,786.188,hour,y,1
south america,doctorate,n,y,1043,1869,northeast,70027.64,year,y,1
asia,bachelor's,y,n,2463,1999,west,126861.43,year,y,0
asia,master's,y,n,3552,1981,northeast,47212.81,year,y,1
north america,bachelor's,n,y,7609,2006,south,85095.73,year,y,1
north america,master's,y,n,4072,2014,south,8731.89,year,y,1
europe,high school,y,n,2305,2014,west,27490.38,year,y,0
north america,bachelor's,y,n,7778,1968,northeast,115183.3,year,y,1
asia,master's,y,n,34829,1989,midwest,88240.1,year,y,1
africa,master's,y,n,2385,2013,west,93065.51,year,y,1
asia,master's,n,n,443,2008,midwest,129462.04,year,y,1
asia,bachelor's,y,n,2621,2002,northeast,53866.65,year,y,0
africa,master's,y,n,2005,1993,midwest,150446.76,year,y,1
asia,master's,y,n,2511,1876,west,105771.6,year,y,1
europe,master's,y,n,1180,1926,northeast,12160.47,year,y,1
asia,bachelor's,n,n,2898,2001,northeast,124.73,hour,y,0
asia,bachelor's,y,n,1564,2006,northeast,35013.22,year,y,1
asia,doctorate,y,n,124220,1972,south,36376.89,year,y,1
north america,master's,y,n,4973,1962,west,58547.35,year,n,1
africa,bachelor's,n,n,2006,1959,west,44.8222,hour,y,0
asia,bachelor's,n,n,2402,1987,northeast,100723.41,year,y,0
asia,bachelor's,n,n,1432,2005,west,79202.36,year,y,1
asia,master's,n,n,2082,2010,northeast,93579.64,year,n,1
asia,master's,y,n,4697,1997,south,42492.2,year,y,1
north america,master's,y,n,386,1951,west,24647.02,year,y,1
asia,bachelor's,y,n,1732,1999,west,75906.47,year,y,1
north america,doctorate,y,n,2838,1976,northeast,40469.54,year,y,1
asia,master's,y,n,2213,2007,south,154.26,hour,y,1
europe,bachelor's,n,y,4353,1972,west,159633.36,year,y,1
europe,bachelor's,n,n,2014,2007,northeast,78071.35,year,y,1
europe,bachelor's,y,n,2306,1881,northeast,99122.45,year,y,1
asia,master's,y,n,2550,2005,south,110952.94,year,y,1
asia,bachelor's,y,n,628,1997,south,106795.83,year,n,1
africa,bachelor's,y,n,2842,1981,island,260321.86,year,n,0
europe,doctorate,y,n,425,2009,west,39367.35,year,y,1
asia,master's,n,n,19712,1995,west,41785.82,year,y,1
asia,bachelor's,y,n,4578,1864,west,54954.86,year,y,1
asia,high school,n,n,2565,1885,midwest,188931.55,year,y,0
europe,bachelor's,y,y,390,1969,south,32694.85,year,y,1
asia,bachelor's,y,n,52,1944,west,96635.78,year,y,1
north america,master's,n,n,1372,1940,northeast,128568.92,year,n,1
asia,master's,n,y,3438,2001,midwest,106779.93,year,y,1
asia,bachelor's,n,y,627,1989,south,93356.03,year,y,1
asia,master's,n,n,5395,1995,midwest,115546.49,year,y,1
europe,doctorate,n,n,6115,2003,south,95343.18,year,y,1
asia,master's,n,n,687,1999,midwest,133236.4,year,y,1
asia,bachelor's,n,n,749,1994,west,90834.51,year,y,1
south america,bachelor's,n,n,634,2004,northeast,113964.19,year,n,0
asia,bachelor's,y,y,1220,2005,south,84577.92,year,y,0
asia,bachelor's,y,n,1794,2003,south,148801.76,year,y,1
north america,high school,y,n,388,1984,northeast,39266.14,year,y,1
asia,bachelor's,y,n,2971,1974,northeast,114191.88,year,n,1
asia,master's,y,n,315,2006,south,63668.18,year,n,1
asia,master's,y,n,3420,2010,south,138714.84,year,y,1
asia,master's,y,n,480,1998,south,42771.49,year,y,1
asia,master's,y,n,2199,2009,northeast,4453.97,year,y,1
asia,master's,n,n,550,1999,south,13331.45,year,y,1
asia,bachelor's,n,n,283,1998,south,560.7972,hour,y,0
asia,bachelor's,n,n,1459,2000,south,47730.62,year,y,1
north america,master's,y,n,5641,1839,northeast,127279.97,year,y,0
asia,bachelor's,n,n,4459,1992,south,3702.51,year,y,1
asia,high school,y,n,651,1975,south,3461.57,year,y,0
europe,master's,n,n,306,1907,south,119.82,hour,y,0
south america,bachelor's,n,y,629,1892,west,48539.74,year,y,1
asia,high school,y,n,897,2006,midwest,75820.24,year,y,0
south america,bachelor's,n,n,308,2000,midwest,107.08,hour,y,0
asia,master's,n,n,72,2008,south,92941.0,year,y,1
asia,master's,y,n,1530,1987,west,131241.28,year,y,1
asia,bachelor's,n,n,1460,2000,south,61037.51,year,y,1
asia,master's,y,n,356,1914,northeast,218.3542,hour,y,1
asia,bachelor's,y,n,1908,1926,northeast,85041.92,year,y,0
asia,master's,y,n,3802,1989,northeast,71914.27,year,n,1
europe,bachelor's,n,n,1775,1985,west,102079.64,year,y,1
asia,doctorate,n,y,1458,1998,west,36330.54,year,y,1
asia,bachelor's,y,n,5228,1992,west,131316.01,year,y,1
asia,doctorate,n,y,4123,1994,south,117651.09,year,y,1
asia,master's,y,n,2305,2010,west,33598.68,year,y,1
asia,bachelor's,n,n,2915,1987,west,79681.76,year,y,0
north america,bachelor's,y,n,213548,2012,west,29465.04,week,y,1
asia,master's,y,n,2548,2013,midwest,205023.34,year,y,1
europe,bachelor's,n,n,4314,1998,west,156705.48,year,n,0
europe,bachelor's,y,n,3037,1993,northeast,5358.15,year,y,1
asia,bachelor's,y,n,2132,2011,midwest,86050.8,year,y,1
south america,bachelor's,y,n,3960,2009,west,101258.78,year,y,0
south america,high school,y,n,4536,1956,south,24099.25,year,y,1
asia,high school,n,n,4193,1979,south,65971.09,year,y,0
asia,master's,y,n,3037,2011,midwest,189852.11,year,y,1
asia,master's,y,n,1229,1990,south,72945.76,year,y,1
asia,master's,n,n,533,1958,midwest,190371.69,year,y,1
europe,bachelor's,y,n,1683,2008,west,71618.26,year,y,1
asia,bachelor's,y,n,1279,1977,west,106027.64,year,y,1
asia,bachelor's,y,n,2026,2008,west,111350.37,year,y,1
north america,master's,y,n,4642,1987,south,40513.81,year,y,1
asia,master's,n,n,227,1999,northeast,31291.3,year,y,1
asia,master's,y,n,490,2001,south,189361.4,year,n,1
asia,doctorate,n,y,3006,1822,south,92050.86,year,y,1
asia,bachelor's,n,n,3467,2012,northeast,38062.7,year,y,0
asia,master's,y,n,42,2008,south,111965.77,year,y,1
asia,master's,n,n,3038,2005,midwest,239400.63,year,y,1
asia,master's,n,n,631,2001,midwest,30531.71,year,y,1
asia,high school,y,n,1584,1804,south,159688.85,year,n,0
europe,doctorate,y,n,1693,1968,northeast,73699.54,year,y,1
asia,bachelor's,y,n,3978,2000,northeast,71242.79,year,y,1
asia,master's,n,n,1254,1947,south,17938.16,year,n,1
asia,master's,y,n,2877,1975,south,60777.57,year,y,1
asia,master's,n,n,2458,1998,south,114615.23,year,n,1
asia,doctorate,y,n,192,1980,west,158883.48,year,y,1
europe,master's,y,n,1877,2002,south,49389.9,year,y,1
asia,master's,n,n,2268,2004,midwest,115499.52,year,y,1
asia,bachelor's,n,n,2658,1999,northeast,69310.25,year,y,1
asia,bachelor's,y,n,4774,1867,northeast,27557.09,year,y,1
asia,bachelor's,y,n,3831,1855,south,122648.11,year,y,1
europe,master's,n,y,1175,1994,south,153101.48,year,y,0
north america,bachelor's,n,n,1829,1969,west,44441.86,year,y,1
asia,bachelor's,n,y,286,1986,south,91934.83,year,y,1
europe,bachelor's,n,n,409,1996,west,123699.45,year,y,1
asia,bachelor's,y,n,2711,2004,south,33989.59,year,y,1
europe,master's,n,n,171,1999,northeast,69306.29,year,y,1
europe,high school,y,n,1915,2001,west,31524.7,year,y,0
north america,bachelor's,y,n,4659,2008,midwest,126721.77,year,n,1
asia,bachelor's,n,y,632,1989,west,134011.22,year,y,0
asia,bachelor's,y,n,4973,1850,northeast,112533.32,year,y,0
asia,bachelor's,n,y,94,1982,northeast,84868.05,year,y,1
asia,master's,y,n,3778,1968,west,82057.38,year,y,1
asia,master's,y,n,1608,2012,south,184611.76,year,n,1
asia,bachelor's,n,n,18934,2000,midwest,133888.3,year,y,1
asia,bachelor's,y,n,724,2008,northeast,101118.4,year,y,1
africa,master's,y,n,5082,1987,west,96751.24,year,y,1
asia,bachelor's,n,n,309,2007,south,37774.77,year,y,0
asia,bachelor's,y,y,449,2012,west,92507.55,year,y,0
south america,master's,y,n,232,2001,south,92542.35,year,y,1
asia,bachelor's,n,n,1408,2000,south,45.9315,hour,y,0
asia,bachelor's,n,n,4112,2009,northeast,108900.54,year,y,1
asia,bachelor's,y,n,4226,2010,west,87728.56,year,y,1
asia,bachelor's,y,n,1474,1894,northeast,91520.32,year,y,0
asia,high school,n,n,3899,1970,midwest,41807.57,year,y,0
asia,master's,y,n,680,2000,midwest,74921.83,year,y,1
north america,high school,y,n,95621,1997,south,48293.2,year,y,1
asia,master's,y,n,2547,1962,south,144234.86,week,y,1
asia,bachelor's,n,n,110691,2003,northeast,5822.79,year,y,0
europe,bachelor's,n,n,169,1980,west,29859.76,year,y,1
asia,bachelor's,y,n,1248,2013,south,61037.74,year,y,1
asia,master's,y,n,630,1838,northeast,513.4421,hour,y,1
asia,high school,y,n,203,1977,midwest,169681.12,year,y,0
asia,bachelor's,y,n,1377,1992,west,72158.21,year,y,1
asia,bachelor's,y,n,3514,2000,west,107352.92,year,y,1
asia,master's,y,n,1459,1951,south,107533.82,year,y,1
europe,bachelor's,y,n,2624,2006,northeast,101182.94,year,y,1
europe,master's,n,n,4263,2000,west,6525.91,year,y,1
asia,bachelor's,n,n,1172,2013,midwest,2190.85,year,y,1
asia,master's,y,n,786,1983,south,49440.91,year,y,1
asia,bachelor's,y,n,744,1981,west,46503.44,year,y,1
north america,master's,n,n,1504,2010,northeast,118187.3,year,y,0
asia,master's,y,n,55,2006,midwest,174882.93,year,y,1
asia,master's,y,n,2397,1950,south,92531.99,year,n,1
asia,master's,y,n,1080,1974,northeast,44593.41,year,y,1
asia,master's,y,n,2699,2004,northeast,229535.14,year,n,1
